Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
7,E. Adekugbe,York United FC,York United FC,"DMF, CB, RCMF",DMF,7,28,125000,,29,2387,England,"England, Canada",,0,0,no,7.54,3.806739,0.905,5.76681,CAN,Testing,2024,0.6158394032470607,0.5931141347314575,0.6044767689892591
8,S. Young,Pacific FC,Pacific FC,"DMF, RCMF, LCMF",DMF,7,23,250000,2026-12-31,29,2451,Canada,Canada,,0,0,no,9.88,4.702932,1.28706,5.729633,CAN,Testing,2024,0.935385946621557,0.8824711129373384,0.9089285297794477
9,S. Shome,Cavalry,Cavalry,"LDMF, RDMF",LDMF,7,27,200000,2024-12-31,30,2704,Canada,"Canada, Bangladesh",right,178,72,no,7.26,3.425136,0.86666,4.130675999999999,CAN,Testing,2024,0.1088227357179467,0.05317669622515003,0.08099971597154834
10,A. Hojabrpour,Forge,Forge,"RDMF, DMF",RDMF,7,24,200000,2024-12-31,30,2729,Canada,Canada,,0,0,no,9.17,4.155716999999999,0.6585300000000001,6.104637,CAN,Testing,2024,0.9284159505473142,0.9129054064691344,0.9206606785082243
0,L. Navarro,,Cobresal,"DMF, RCMF, LCMF",DMF,7,32,200000,,13,900,Argentina,Argentina,right,184,79,no,7.2,2.3001,0.80002,5.29989,CHI,Testing,2024,0.2759997138083188,0.04814859229379921,0.162074153051059
1,A. Álvarez,Unión La Calera,Unión La Calera,"DMF, LCMF, RCMF",DMF,7,23,700000,2027-12-31,13,1197,Uruguay,Uruguay,right,179,75,yes,8.65,3.833748,0.6764540000000001,6.011391,CHI,Testing,2024,0.638282288599821,0.5783842395088628,0.6083332640543417
2,J. Moya,Deportes Iquique,Deportes Iquique,"DMF, RCMF, LDMF",DMF,7,31,0,,23,1220,Chile,Chile,right,170,70,no,10.03,5.682128000000001,0.664042,4.282355,CHI,Testing,2024,0.5972979748639928,0.4609462539904994,0.529122114427246
3,S. Silva,Huachipato,Huachipato,"DMF, LCMF, RDMF",DMF,7,20,0,,22,1550,Uruguay,Uruguay,right,181,73,no,7.08,4.355373,0.87264,3.946794,CHI,Testing,2024,0.0,0.0,0.0
4,C. Sepúlveda,Huachipato,Huachipato,"DMF, RCMF, LCMF",DMF,7,32,450000,,20,1645,Chile,Chile,right,174,67,no,10.56,5.249362,0.765,6.836934,CHI,Testing,2024,1.0,1.0,1.0
5,A. Farías,Universidad Católica,Universidad Católica,"DMF, RCMF, LCMF",DMF,7,36,200000,2024-12-31,20,1666,Argentina,"Argentina, Chile",right,178,73,no,12.42,5.836032,1.078858,4.751006,CHI,Testing,2024,0.8873732159362504,0.9296175660600966,0.9084953909981734
6,I. Núñez,Unión Española,Unión Española,"RDMF, LCMF, RCMF",RDMF,7,25,550000,2025-12-31,25,1992,Chile,Chile,right,170,65,no,10.71,4.609704,0.8568150000000001,3.074022,CHI,Testing,2024,0.6448017793396363,0.5089249577831689,0.5768633685614026
7,E. Pavez,Colo Colo,Colo Colo,"DMF, LCMF, RDMF",DMF,7,34,550000,2025-12-31,22,2046,Chile,Chile,right,180,76,no,7.96,4.307357,0.263055,7.5651,CHI,Testing,2024,0.4778713033572974,0.575804854206772,0.5268380787820346
8,N. Linares,Palestino,Palestino,"DMF, RCMF, LDMF",DMF,7,28,700000,2024-12-31,27,2087,Argentina,Argentina,right,175,72,no,8.8,4.654596000000001,0.9051249999999998,4.227423,CHI,Testing,2024,0.4230263871591788,0.3363048500150536,0.3796656185871161
9,A. Nadruz,Deportes Iquique,Deportes Iquique,DMF,DMF,7,28,650000,2024-12-31,28,2619,Uruguay,"Uruguay, Spain",right,182,78,no,9.62,5.088774,1.273194,4.086264,CHI,Testing,2024,0.6047302164362349,0.5738197418293607,0.5892749791327978
10,M. Díaz,Universidad de Chile,Universidad de Chile,"DMF, RCMF",DMF,7,37,50000,2024-12-31,29,2660,Chile,Chile,right,167,68,no,6.06,2.196228,0.5073799999999999,6.866988000000001,CHI,Testing,2024,0.404852547630767,0.1854746445672135,0.2951635960989902
11,D. González,Unión Española,Unión Española,"DMF, RDMF, LDMF",DMF,7,36,50000,2024-12-31,28,2695,Argentina,Argentina,right,180,73,no,9.15,3.772925,1.470644,6.415611999999999,CHI,Testing,2024,0.811013815295579,0.7336071720420503,0.7723104936688145
0,Xu Xin,Shanghai Port,Shanghai Port,"RDMF, LDMF, DMF",RDMF,7,30,300000,2026-12-31,25,1067,China PR,China PR,right,179,70,no,5.74,2.277997,0.507315,7.00064,CHN,Testing,2024,0.1871236912279696,0.1708129796736513,0.1789683354508104
1,Zhang Huachen,Changchun Yatai,Changchun Yatai,"DMF, RCMF, LDMF",DMF,7,26,100000,2025-12-31,17,1072,China PR,China PR,right,175,67,no,9.49,5.034984,1.345,3.020625,CHN,Testing,2024,0.3609418135491759,0.3419051454904465,0.3514234795198112
2,E. Karzev, Shenzhen Peng City, Shenzhen Peng City,"DMF, LCMF, RCMF",DMF,7,24,1800000,2027-06-30,11,1073,Israel,"Israel, Belarus",right,186,85,yes,9.23,3.771677,0.5021220000000001,5.115657,CHN,Testing,2024,0.4499709898412966,0.3620078623484717,0.4059894260948841
3,Wang Haijian,Shanghai Shenhua,Shanghai Shenhua,"DMF, RCMF",DMF,7,24,225000,2027-12-31,23,1143,China PR,China PR,right,185,67,no,8.66,3.858624,1.26048,4.645998,CHN,Testing,2024,0.3276038641962014,0.3226514167194383,0.3251276404578198
4,Zhang Jiaqi,Zhejiang Professional,Zhejiang Professional,"LDMF, DMF, LCMF",LDMF,7,33,175000,,21,1151,China PR,China PR,right,192,75,no,9.85,5.549359999999999,3.12696,4.303128,CHN,Testing,2024,0.6680141697578027,0.6922840041172342,0.6801490869375184
5,Qian Jiegei,Zhejiang Professional,Zhejiang Professional,"LDMF, DMF, LCMF",LDMF,7,32,150000,2025-12-31,19,1354,Gabon,"Gabon, China PR",both,178,66,no,8.64,5.182278999999999,1.795949,6.318520000000001,CHN,Testing,2024,0.7776334888108337,0.7880044957547874,0.7828189922828106
6,Huang Jiahui,Tianjin Tigers,Tianjin Tigers,"DMF, LDMF, RCMF",DMF,7,24,100000,2024-12-31,27,1564,China PR,China PR,right,183,74,no,9.26,5.065262999999999,1.036945,3.569101,CHN,Testing,2024,0.2138700005126575,0.2289807372307562,0.2214253688717068
7,Wang Yu,Changchun Yatai,Changchun Yatai,"DMF, RCMF",DMF,7,22,100000,2026-12-31,18,1584,China PR,China PR,right,178,70,no,8.98,3.9192,1.080333,3.125,CHN,Testing,2024,0.0,0.0,0.0
8,Zhang Yudong, Shenzhen Peng City, Shenzhen Peng City,"DMF, RCMF",DMF,7,32,100000,2024-12-31,23,1791,China PR,China PR,right,175,65,no,9.6,4.61992,0.8047679999999999,3.972449,CHN,Testing,2024,0.3376436234420934,0.3273958248426216,0.3325197241423575
9,N. Yennaris,Beijing Guoan,Beijing Guoan,"DMF, LCMF, RCMF",DMF,7,31,300000,2024-12-31,23,1860,England,"England, China PR",right,171,70,no,7.84,3.675870000000001,0.9674079999999999,4.69477,CHN,Testing,2024,0.06574377018486988,0.0787960486277619,0.07226990940631589
10,Huang Zhengyu,Shandong Taishan,Shandong Taishan,"DMF, RCMF",DMF,7,27,400000,2025-12-31,29,2288,China PR,China PR,right,178,75,no,11.72,5.34935,1.88738,3.22608,CHN,Testing,2024,0.604804002879033,0.6220974963330179,0.6134507496060255
11,Léo Cittadini,Shanghai Port,Shanghai Port,"RDMF, LDMF, RCMF",RDMF,7,30,1200000,2025-12-31,28,2313,Brazil,"Brazil, Italy",left,178,72,yes,8.05,4.354871999999999,0.935188,5.762106,CHN,Testing,2024,0.3634778229071879,0.4358895146135957,0.3996836687603918
12,Li Tixiang,Zhejiang Professional,Zhejiang Professional,"RDMF, RCMF, LCMF",RDMF,7,35,50000,2024-12-31,28,2348,China PR,China PR,left,182,72,no,6.67,3.797196,1.227432,7.626616,CHN,Testing,2024,0.3666648090255263,0.553176125392921,0.4599204672092237
13,Matheus Jussa,Shanghai Port,Shanghai Port,"LDMF, RDMF, LCMF",LDMF,7,28,1500000,2025-12-31,28,2356,Brazil,Brazil,left,183,83,no,9.02,4.582078,0.7658460000000001,7.177800000000001,CHN,Testing,2024,0.8495401437541222,0.8729146894987818,0.861227416626452
14,I. Amadou,Shanghai Shenhua,Shanghai Shenhua,DMF,DMF,7,31,1000000,2026-12-31,27,2443,Cameroon,"Cameroon, France",right,183,81,no,10.57,4.933580000000001,0.8843559999999999,7.329154999999999,CHN,Testing,2024,1.0,1.0,1.0
0,J. Vásquez,Deportivo Pereira,Deportivo Pereira,"RDMF, LDMF, LCMF",RDMF,7,37,50000,2024-12-31,14,923,Colombia,Colombia,right,177,76,no,6.34,2.2448,0.976412,4.781315,COL,Testing,2024,0.1875482702163371,0.2217261950486465,0.2046372326324918
1,J. Vélez,Junior,Junior,"RDMF, LCMF, RCMF",RDMF,7,21,500000,,23,932,Colombia,Colombia,right,178,73,no,6.57,2.89465,1.063314,4.34504,COL,Testing,2024,0.2771582614633281,0.2884067074871664,0.2827824844752472
2,L. Paz,América de Cali,América de Cali,"DMF, RDMF",DMF,7,36,200000,2024-12-31,15,962,Colombia,Colombia,right,175,70,no,8.51,4.304136,0.8423999999999999,4.304136000000001,COL,Testing,2024,0.5607263990282814,0.5513929651249426,0.5560596820766119
3,J. Valencia,Deportivo Cali,Deportivo Cali,"LDMF, RDMF, LCMF",LDMF,7,26,250000,,18,996,Colombia,Colombia,right,185,79,no,7.68,2.98091,0.9934399999999998,3.073487,COL,Testing,2024,0.4142077456142534,0.327598894179208,0.3709033198967306
4,D. Padilla,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, LDMF, AMF",DMF,7,30,250000,,26,1202,Colombia,Colombia,right,175,70,no,11.23,5.090148,1.27494,4.492255000000001,COL,Testing,2024,0.7870696423574519,0.8391442893606368,0.8131069658590442
5,D. Pino,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, LCMF, RCMF",DMF,7,29,250000,,25,1244,Colombia,Colombia,right,173,67,no,7.96,3.618816000000001,0.3625,2.894654,COL,Testing,2024,0.2759918056699504,0.2527229314388227,0.2643573685543865
6,J. Zapata,Atlético Nacional,Atlético Nacional,"RDMF, LDMF, RCMF",RDMF,7,24,1500000,2026-06-30,18,1252,Colombia,Colombia,right,179,71,yes,7.19,3.52179,1.224072,7.90917,COL,Testing,2024,0.7180252773888706,0.7675538926986891,0.7427895850437798
7,J. Villa,Envigado,Envigado,"RDMF, LCMF, RCMF",RDMF,7,25,400000,,28,1257,Colombia,Colombia,right,177,74,yes,9.24,4.939754000000001,0.8593620000000002,5.515980000000001,COL,Testing,2024,0.8126643584073889,0.7795894382136074,0.7961268983104981
8,J. Mahecha,La Equidad,La Equidad,"DMF, LCMF",DMF,7,37,100000,,25,1312,Colombia,Colombia,right,176,67,no,7.13,3.290527,0.959494,4.392956,COL,Testing,2024,0.400606054954746,0.3959429361578867,0.3982744955563163
9,S. Guzmán,Atlético Nacional,Atlético Nacional,"LDMF, LCMF",LDMF,7,27,250000,2025-06-30,15,1331,Colombia,Colombia,right,186,76,no,4.6,1.894992,0.746148,7.509237000000001,COL,Testing,2024,0.474037898043698,0.4025428701616589,0.4382903841026784
10,J. Campuzano,Atlético Nacional,Atlético Nacional,"RDMF, LDMF, RCMF",RDMF,7,28,1200000,2026-06-30,18,1360,Colombia,"Colombia, Argentina",right,175,77,yes,7.87,3.77063,1.126356,4.761924,COL,Testing,2024,0.5917916301794639,0.5898178131012789,0.5908047216403713
11,G. Cabezas,Deportivo Cali,Deportivo Cali,"RDMF, RCMF",RDMF,7,21,600000,2025-12-31,24,1500,Colombia,Colombia,left,178,75,no,5.28,2.7,0.479964,3.119988,COL,Testing,2024,0.0,0.0,0.0
12,B. Rovira,Tolima,Tolima,"LDMF, LCMF, RDMF",LDMF,7,28,550000,2024-12-31,24,1568,Colombia,Colombia,right,177,75,yes,7.17,3.615232,0.69,4.074504,COL,Testing,2024,0.2880264156601634,0.299369900411427,0.2936981580357951
13,E. Moreno,Deportivo Pereira,Deportivo Pereira,"LDMF, LCMF",LDMF,7,30,400000,,22,1604,Colombia,Colombia,left,176,68,no,6.62,3.928092,0.838956,4.092569999999999,COL,Testing,2024,0.2709948853410069,0.3063955938230471,0.288695239582027
14,J. Quiñónes,América de Cali,América de Cali,"LDMF, AMF, LCMF",LDMF,7,24,700000,2027-06-30,31,1662,Colombia,Colombia,right,170,0,no,7.2,4.550432,0.9222080000000001,3.847296,COL,Testing,2024,0.3261771737765319,0.3850494745829449,0.3556133241797384
15,P. Lima,Medellín,Medellín,"RDMF, DMF, LDMF",RDMF,7,34,400000,2024-12-31,23,1664,Uruguay,"Uruguay, Italy",right,181,80,yes,7.95,4.001568,0.432598,6.763126,COL,Testing,2024,0.6710887622863508,0.6723087862139498,0.6716987742501503
16,J. Pereira,Millonarios,Millonarios,"RDMF, RCMF, LCMF",RDMF,7,31,550000,2025-12-31,28,1732,Colombia,Colombia,right,182,75,no,6.6,2.64789,0.727243,4.938279000000001,COL,Testing,2024,0.2521776423570846,0.2516006932820402,0.2518891678195624
17,F. Leys,América de Cali,América de Cali,"DMF, RCMF",DMF,7,31,400000,2026-06-30,25,1870,Argentina,Argentina,right,177,70,no,9.67,5.243694,1.108636,4.527474000000001,COL,Testing,2024,0.77048956758175,0.7759722029188147,0.7732308852502823
18,R. Mejía,Khimki,Once Caldas,"LDMF, RDMF, LCMF",LDMF,7,24,0,,23,2017,Colombia,Colombia,left,173,69,yes,7.36,3.924453,0.536408,7.452096000000001,COL,Testing,2024,0.6797298250065786,0.6716341086833494,0.675681966844964
19,D. Giraldo,Millonarios,Millonarios,"RDMF, RCMF, LDMF",RDMF,7,32,650000,2025-12-31,36,2357,Colombia,Colombia,right,178,71,no,6.61,2.822715,0.5744630000000001,4.661583,COL,Testing,2024,0.1988783621384879,0.1894627809826775,0.1941705715605827
20,F. Jaramillo,Envigado,Envigado,"DMF, LCMF, RCMF",DMF,7,28,350000,,27,2420,Colombia,Colombia,right,185,80,no,7.92,4.01625,1.005268,5.209176000000001,COL,Testing,2024,0.6352150231879747,0.6395173846599135,0.637366203923944
21,J. Alvarado,Medellín,Medellín,"DMF, LCMF, LDMF",DMF,7,25,1400000,2026-12-31,34,2483,Colombia,Colombia,right,180,76,no,7.18,3.082848,1.343637,7.898114000000001,COL,Testing,2024,0.6851845594098608,0.7070220170874181,0.6961032882486393
22,J. Díaz,Patriotas Boyacá,Patriotas Boyacá,"DMF, RCMF, RDMF",DMF,7,23,300000,,29,2497,Colombia,Colombia,right,183,74,no,7.75,4.611743999999999,0.828,2.48955,COL,Testing,2024,0.3964765375887941,0.392366454557924,0.394421496073359
23,A. Mejía,Deportivo Cali,Deportivo Cali,"DMF, LDMF, RDMF",DMF,7,36,150000,2024-12-31,31,2602,Colombia,Colombia,right,177,75,no,9.75,3.98097,1.971564,6.12125,COL,Testing,2024,0.9523863343697566,0.9709213810789575,0.961653857724357
24,A. García,Once Caldas,Once Caldas,"LDMF, LCMF, AMF",LDMF,7,23,600000,2025-12-31,41,2606,Colombia,Colombia,right,180,68,no,5.73,3.488805,0.6913320000000001,4.831942000000001,COL,Testing,2024,0.1986265919152077,0.2210030829154843,0.209814837415346
25,J. Torres,Santa Fe,Santa Fe,"DMF, RCMF",DMF,7,20,0,2026-07-17,42,2699,Colombia,Colombia,right,178,70,no,8.07,5.437892000000001,0.601092,4.83336,COL,Testing,2024,0.5113191649047593,0.5550933760105419,0.5332062704576506
26,Y. Velásquez,Santa Fe,Santa Fe,"DMF, LCMF, RCMF",DMF,7,25,800000,,44,2973,Colombia,Colombia,right,184,76,no,9.41,5.632587000000001,1.000724,5.480769,COL,Testing,2024,0.8436077091454126,0.8463286128114843,0.8449681609784483
27,E. Serje,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, RCB, LCMF",DMF,7,28,300000,,36,3018,Colombia,"Colombia, Spain",right,180,72,no,10.35,5.668035,2.02566,3.698217,COL,Testing,2024,0.7903752768514316,0.7952780611243164,0.7928266689878739
28,C. Trujillo,Tolima,Tolima,"LDMF, RDMF, LCMF",LDMF,7,26,550000,,42,3076,Colombia,Colombia,right,174,65,no,8.72,4.770709,0.526224,3.88838,COL,Testing,2024,0.5468563977079581,0.5128864572868742,0.5298714274974161
29,I. Rojas,Once Caldas,Once Caldas,"LDMF, LCMF, RDMF",LDMF,7,27,650000,2024-12-31,45,3104,Colombia,Colombia,left,178,76,no,7.16,3.916187,0.7545039999999998,2.290368,COL,Testing,2024,0.2238340612651291,0.2229290235956116,0.2233815424303703
30,V. Cantillo,Junior,Junior,"LDMF, LCMF",LDMF,7,31,900000,2025-01-01,40,3113,Colombia,Colombia,right,180,70,no,8.27,3.963366,1.041144,9.974228,COL,Testing,2024,1.0,1.0,1.0
31,C. Arrieta,Deportivo Pasto,Deportivo Pasto,"DMF, LCMF",DMF,7,28,450000,2024-12-31,39,3116,Colombia,Colombia,right,171,75,yes,7.25,2.919915,1.099539,4.504,COL,Testing,2024,0.4270997139089376,0.4096765258437643,0.4183881198763509
32,S. Vega,Millonarios,Millonarios,"LDMF, RDMF, DMF",LDMF,7,26,800000,2024-12-31,38,3230,Colombia,Colombia,right,178,65,no,8.61,3.87192,1.20056,5.465376,COL,Testing,2024,0.7307218444354238,0.7448597014931235,0.7377907729642736
33,G. Celis,Águilas Doradas,Águilas Doradas,"DMF, LCMF",DMF,7,31,450000,2027-06-30,33,3253,Colombia,Colombia,right,178,73,no,8.74,5.036030999999999,0.97,3.289072,COL,Testing,2024,0.5907862587531697,0.5701583767137041,0.5804723177334368
34,E. Ricardo,La Equidad,La Equidad,"DMF, LDMF, RCMF",DMF,7,20,0,2026-12-31,39,3260,Colombia,Colombia,unknown,0,0,no,7.7,3.977292,1.105644,3.0675,COL,Testing,2024,0.4699717303464992,0.4265935756936162,0.4482826530200577
35,J. Ríos,Deportivo Pereira,Deportivo Pereira,"RDMF, LCMF, RCMF",RDMF,7,33,500000,2026-12-31,36,3323,Colombia,Colombia,right,174,67,no,7.75,4.16874,1.05672,5.01312,COL,Testing,2024,0.6098408156608175,0.616304784940869,0.6130728003008432
36,M. García,Once Caldas,Once Caldas,"RDMF, RCMF, DMF",RDMF,7,26,700000,2027-06-30,37,3409,Colombia,Colombia,right,178,0,no,9.37,5.544656,0.8466589999999999,5.806242,COL,Testing,2024,0.8981205947676042,0.8529599440834276,0.8755402694255158
37,F. Lozano,Boyacá Chicó,Boyacá Chicó,"DMF, RCMF",DMF,7,31,450000,,37,3718,Colombia,Colombia,right,175,69,no,7.63,2.687504,1.62254,3.946247999999999,COL,Testing,2024,0.5346059271548197,0.4688878771257509,0.5017469021402852
38,D. Moreno,Junior,Junior,"RDMF, LDMF, RCMF",RDMF,7,33,500000,2025-12-31,41,3870,Colombia,Colombia,right,179,78,no,9.16,4.11516,2.046902,5.926609,COL,Testing,2024,0.9773461424239652,0.9496471236082237,0.9634966330160943
39,J. Nieto,Tolima,Tolima,"RDMF, LDMF, RCMF",RDMF,7,31,500000,,46,4087,Colombia,Colombia,right,177,75,no,5.97,3.104593,0.331785,5.881860000000001,COL,Testing,2024,0.278375923778113,0.2616093279175535,0.2699926258478332
0,V. Murillo,Cartaginés,Cartaginés,"DMF, LCMF, LDMF",DMF,7,28,0,,18,1024,Costa Rica,Costa Rica,right,170,67,no,11.34,6.239556,1.056,4.833139999999999,CRC,Testing,2024,0.4922938705852478,0.5786954093399985,0.5207668581093267
1,Y. Tejeda,Herediano,Herediano,"DMF, LCMF, RCMF",DMF,7,32,0,2026-06-30,20,1112,Costa Rica,Costa Rica,right,179,66,no,8.34,3.561269,2.34937,6.31611,CRC,Testing,2024,0.3950484797613303,0.4146985923296627,0.3860042322864604
2,D. Guzmán,Deportivo Saprissa,Deportivo Saprissa,"DMF, LCMF, LDMF",DMF,7,34,0,2025-12-31,23,1445,Costa Rica,Costa Rica,right,175,78,no,6.98,3.73442,1.18167,5.728,CRC,Testing,2024,0.07047074474726156,0.0,0.004646181811190954
3,A. Ruíz,Santos de Guápiles,Santos de Guápiles,"DMF, LCMF, RCMF",DMF,7,22,0,,38,1920,Costa Rica,Costa Rica,right,183,0,no,9.0,3.747504,1.169816,6.700886000000001,CRC,Testing,2024,0.7721223351965931,0.6934811496580302,0.7243298538600952
4,C. Martínez,Cartaginés,Cartaginés,"DMF, RCMF, LCMF",DMF,7,30,0,2026-06-30,38,2074,Costa Rica,"Costa Rica, El Salvador",right,177,71,no,9.72,4.902312999999999,1.9085,4.814905,CRC,Testing,2024,0.402942680680813,0.3750291133119552,0.3696128537712191
5,M. Basulto,Herediano,Herediano,"DMF, RCB, LCB",DMF,7,32,0,2025-06-30,34,2477,Mexico,Mexico,right,183,78,no,8.54,4.140864,1.599078,6.214076000000001,CRC,Testing,2024,0.4812422574545989,0.5305503915437899,0.490230087310667
6,O. Galo,Herediano,Herediano,"RDMF, DMF, LDMF",RDMF,7,23,0,,28,2513,Costa Rica,Costa Rica,right,176,0,no,10.35,5.082947,2.541364,5.622618,CRC,Testing,2024,0.8948490868265926,0.9315932719032132,0.9104697374015698
7,K. Cabezas,Alajuelense,Alajuelense,"DMF, RCMF, LCMF",DMF,7,24,0,,32,2668,Greece,"Greece, Costa Rica",,0,0,no,10.22,5.231061,2.731344,6.442444,CRC,Testing,2024,1.0,1.0,1.0
8,L. Flores,Sporting FC,Sporting FC,"DMF, LDMF, RDMF",DMF,7,30,0,,38,3107,Costa Rica,Costa Rica,right,0,0,no,7.56,3.129168,0.4059999999999999,6.225870000000001,CRC,Testing,2024,0.1313022643831017,0.1040255954074795,0.08968825021583221
9,M. Pilone,Municipal Liberia,Municipal Liberia,"DMF, LCMF, RDMF",DMF,7,26,0,,39,3304,Argentina,Argentina,,0,0,no,8.42,4.277788,1.008192,5.451732,CRC,Testing,2024,0.0,0.06146395382920478,0.0
10,S. Acuña,San Carlos,San Carlos,"DMF, LCMF, RB",DMF,7,21,0,2026-05-30,40,3537,Costa Rica,Costa Rica,right,175,0,no,10.18,5.117688,1.450365,6.13452,CRC,Testing,2024,0.9437940311465423,0.9430814069324907,0.9416443340610443
0,E. Banda,Rijeka,Rijeka,"RDMF, DMF, RCMF",RDMF,7,26,0,2025-06-30,23,949,Zambia,Zambia,left,178,73,no,8.25,3.7016,0.4735010000000001,6.448,CRO,Testing,2024,0.5193917517852342,0.5275788098384633,0.5234852808118488
1,M. Žaper,Hajduk Split,Hajduk Split,"DMF, LDMF",DMF,7,25,0,2028-05-31,13,1004,Croatia,Croatia,right,188,75,no,8.43,2.063294,2.688,3.675623,CRO,Testing,2024,0.3998922955381824,0.3733204013821228,0.3866063484601526
2,K. Lusavec,Varaždin,Varaždin,"LDMF, LCMF",LDMF,7,20,0,2026-05-31,20,1390,Croatia,Croatia,right,175,73,no,9.19,4.466375999999999,0.646335,2.39607,CRO,Testing,2024,0.2977215681892726,0.315283438687214,0.3065025034382433
3,M. Pilj,Terengganu,Terengganu,"LDMF, AMF, LCMF",LDMF,7,27,0,2025-05-31,18,1400,Croatia,Croatia,right,165,56,no,5.79,3.086608,0.19287,4.04775,CRO,Testing,2024,0.0,0.0,0.0
4,P. Sučić,Dinamo Zagreb,Dinamo Zagreb,"DMF, RCMF, LDMF",DMF,7,20,0,2028-06-19,25,1411,Bosnia and Herzegovina,Bosnia and Herzegovina,right,0,0,no,9.57,4.84848,1.278036,5.041995,CRO,Testing,2024,0.7095256905124377,0.6647201364221724,0.6871229134673051
5,M. Marina,Varaždin,Varaždin,"LDMF, DMF, RDMF",LDMF,7,34,0,2025-05-31,25,1441,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,184,81,no,12.37,5.746988,3.623273999999999,4.0001,CRO,Testing,2024,0.8161742325279886,0.8387036760971827,0.8274389543125856
6,P. Brlek,Osijek,Osijek,"LDMF, LCMF, RDMF",LDMF,7,30,0,2024-06-30,26,1533,Croatia,Croatia,right,180,74,no,7.69,3.404079,0.7040000000000001,5.6325,CRO,Testing,2024,0.3851180166464724,0.3718452618916954,0.3784816392690838
7,A. Smakaj,Lokomotiva Zagreb,Lokomotiva Zagreb,"RDMF, LDMF",RDMF,7,21,0,,26,1764,Croatia,"Croatia, Kosovo",right,177,68,no,9.49,4.0304,3.160984,3.012928,CRO,Testing,2024,0.6162718889301924,0.5945476587649599,0.6054097738475761
8,M. Agbekpornu,Slaven Belupo,Slaven Belupo,"LDMF, RDMF, DMF",LDMF,7,25,0,2026-05-31,28,2018,Ghana,Ghana,right,188,80,no,10.48,4.81635,2.854033,2.985300000000001,CRO,Testing,2024,0.7262351426375212,0.6974121226022763,0.7118236326198988
9,S. Blagojević,Istra 1961,Istra 1961,"DMF, RCMF, LCMF",DMF,7,37,0,2024-06-30,28,2036,Croatia,Croatia,right,179,80,no,9.64,4.419316999999999,0.973522,5.170291,CRO,Testing,2024,0.7225569553424182,0.658290834159589,0.6904238947510035
10,I. Lepinjica,Slaven Belupo,Slaven Belupo,"RDMF, LDMF, RCMF",RDMF,7,24,0,2025-05-31,24,2162,Croatia,Croatia,left,190,80,no,9.66,4.413496,1.874925,3.95692,CRO,Testing,2024,0.6552370433155904,0.6301495403658792,0.6426932918407349
11,V. Bubanja,Lokomotiva Zagreb,Lokomotiva Zagreb,"RDMF, RCMF, RCB",RDMF,7,25,0,2026-06-15,27,2184,Montenegro,Montenegro,right,194,86,no,12.24,5.313695,3.996954,5.276377999999999,CRO,Testing,2024,0.9990807547050331,0.9850545182793293,0.9920676364921812
12,L. Selahi,Rijeka,Rijeka,DMF,DMF,7,25,0,2025-06-30,31,2394,Belgium,"Belgium, Albania",right,180,75,no,10.75,5.078259999999999,1.09011,4.137879999999999,CRO,Testing,2024,0.7138116510987426,0.6998996003470002,0.7068556257228713
13,F. Mrzljak,Gorica,Gorica,"RDMF, RCMF, DMF",RDMF,7,31,0,2024-06-30,31,2529,Croatia,Croatia,right,175,70,no,10.68,4.09295,0.642287,5.0908,CRO,Testing,2024,0.7641560169754662,0.6908638134706004,0.7275099152230333
14,R. Pukštas,Hajduk Split,Hajduk Split,"RDMF, AMF, RCMF",RDMF,7,19,0,,28,2630,United States,"United States, Lithuania",right,181,75,no,6.88,3.11163,3.62648,1.882617,CRO,Testing,2024,0.07808005983081695,0.1942748553618769,0.1361774575963469
15,I. Postonjski,Varaždin,Varaždin,"RDMF, RCMF, DMF",RDMF,7,29,0,2026-05-31,31,2831,Croatia,Croatia,right,177,72,no,8.46,3.496556,1.590336,6.324744999999999,CRO,Testing,2024,0.6607381487547958,0.6395939069032865,0.6501660278290411
16,J. Mišić,Dinamo Zagreb,Dinamo Zagreb,"DMF, LDMF, LCMF",DMF,7,29,0,2026-06-30,32,2903,Croatia,Croatia,right,187,82,no,9.98,4.646967,1.551186,8.959434,CRO,Testing,2024,1.0,1.0,1.0
17,F. Krovinović,Hajduk Split,Hajduk Split,"LDMF, AMF, LCMF",LDMF,7,28,0,2027-05-31,36,2997,Croatia,Croatia,right,175,70,no,7.21,2.729862000000001,1.139949,6.277903999999999,CRO,Testing,2024,0.4190018446734309,0.3941798981980727,0.4065908714357518
18,D. Nejašmić,Osijek,Osijek,"DMF, RDMF, RCMF",DMF,7,25,0,2025-06-30,37,3144,Croatia,Croatia,right,183,74,no,10.71,5.324995,2.00141,5.896560000000001,CRO,Testing,2024,0.9565357503202787,0.9243418951285247,0.9404388227244017
